model,threshold,accuracy,precision,recall,sensitivity,specificity,f1_score,false_positive_rate,false_negative_rate,true_positives,false_positives,true_negatives,false_negatives,articles_flagged_for_review,review_workload_pct,workload_reduction_pct,total_positives,total_negatives,total_samples,model_key
Multinomial Naive Bayes,0.54,0.8356164383561644,0.7727272727272727,0.7083333333333334,0.7083333333333334,0.8979591836734694,0.7391304347826086,0.10204081632653061,0.2916666666666667,17,5,44,7,22,30.136986301369863,69.86301369863014,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.56,0.8356164383561644,0.7727272727272727,0.7083333333333334,0.7083333333333334,0.8979591836734694,0.7391304347826086,0.10204081632653061,0.2916666666666667,17,5,44,7,22,30.136986301369863,69.86301369863014,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.58,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.6,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.62,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.64,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.66,0.821917808219178,0.7894736842105263,0.625,0.625,0.9183673469387755,0.6976744186046512,0.08163265306122448,0.375,15,4,45,9,19,26.027397260273972,73.97260273972603,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.68,0.821917808219178,0.8235294117647058,0.5833333333333334,0.5833333333333334,0.9387755102040817,0.6829268292682927,0.061224489795918366,0.4166666666666667,14,3,46,10,17,23.28767123287671,76.71232876712328,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.7,0.821917808219178,0.8235294117647058,0.5833333333333334,0.5833333333333334,0.9387755102040817,0.6829268292682927,0.061224489795918366,0.4166666666666667,14,3,46,10,17,23.28767123287671,76.71232876712328,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.72,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.74,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.76,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.78,0.8082191780821918,0.8571428571428571,0.5,0.5,0.9591836734693877,0.631578947368421,0.04081632653061224,0.5,12,2,47,12,14,19.17808219178082,80.82191780821918,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.8,0.7945205479452054,0.8461538461538461,0.4583333333333333,0.4583333333333333,0.9591836734693877,0.5945945945945946,0.04081632653061224,0.5416666666666666,11,2,47,13,13,17.80821917808219,82.1917808219178,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.82,0.7534246575342466,0.8,0.3333333333333333,0.3333333333333333,0.9591836734693877,0.47058823529411764,0.04081632653061224,0.6666666666666666,8,2,47,16,10,13.698630136986301,86.3013698630137,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.84,0.7397260273972602,0.7777777777777778,0.2916666666666667,0.2916666666666667,0.9591836734693877,0.42424242424242425,0.04081632653061224,0.7083333333333334,7,2,47,17,9,12.32876712328767,87.67123287671232,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.86,0.7397260273972602,0.8571428571428571,0.25,0.25,0.9795918367346939,0.3870967741935484,0.02040816326530612,0.75,6,1,48,18,7,9.58904109589041,90.41095890410958,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.88,0.7123287671232876,0.8,0.16666666666666666,0.16666666666666666,0.9795918367346939,0.27586206896551724,0.02040816326530612,0.8333333333333334,4,1,48,20,5,6.8493150684931505,93.15068493150685,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.9,0.726027397260274,1.0,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.8333333333333334,4,0,49,20,4,5.47945205479452,94.52054794520548,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.92,0.7123287671232876,1.0,0.125,0.125,1.0,0.2222222222222222,0.0,0.875,3,0,49,21,3,4.10958904109589,95.8904109589041,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.94,0.6986301369863014,1.0,0.08333333333333333,0.08333333333333333,1.0,0.15384615384615385,0.0,0.9166666666666666,2,0,49,22,2,2.73972602739726,97.26027397260275,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.96,0.684931506849315,1.0,0.041666666666666664,0.041666666666666664,1.0,0.08,0.0,0.9583333333333334,1,0,49,23,1,1.36986301369863,98.63013698630137,24,49,73,multinomial_nb
Multinomial Naive Bayes,0.98,0.684931506849315,1.0,0.041666666666666664,0.041666666666666664,1.0,0.08,0.0,0.9583333333333334,1,0,49,23,1,1.36986301369863,98.63013698630137,24,49,73,multinomial_nb
Complement Naive Bayes,0.02,0.4931506849315068,0.39344262295081966,1.0,1.0,0.24489795918367346,0.5647058823529412,0.7551020408163265,0.0,24,37,12,0,61,83.56164383561644,16.43835616438356,24,49,73,complement_nb
Complement Naive Bayes,0.04,0.5205479452054794,0.40350877192982454,0.9583333333333334,0.9583333333333334,0.30612244897959184,0.5679012345679012,0.6938775510204082,0.041666666666666664,23,34,15,1,57,78.08219178082192,21.91780821917808,24,49,73,complement_nb
Complement Naive Bayes,0.06,0.6027397260273972,0.45098039215686275,0.9583333333333334,0.9583333333333334,0.42857142857142855,0.6133333333333333,0.5714285714285714,0.041666666666666664,23,28,21,1,51,69.86301369863014,30.136986301369863,24,49,73,complement_nb
Complement Naive Bayes,0.08,0.6027397260273972,0.4489795918367347,0.9166666666666666,0.9166666666666666,0.4489795918367347,0.6027397260273972,0.5510204081632653,0.08333333333333333,22,27,22,2,49,67.12328767123287,32.87671232876712,24,49,73,complement_nb
Complement Naive Bayes,0.1,0.6164383561643836,0.4583333333333333,0.9166666666666666,0.9166666666666666,0.46938775510204084,0.6111111111111112,0.5306122448979592,0.08333333333333333,22,26,23,2,48,65.75342465753424,34.24657534246575,24,49,73,complement_nb
Complement Naive Bayes,0.12,0.6575342465753424,0.4888888888888889,0.9166666666666666,0.9166666666666666,0.5306122448979592,0.6376811594202898,0.46938775510204084,0.08333333333333333,22,23,26,2,45,61.64383561643836,38.35616438356164,24,49,73,complement_nb
Complement Naive Bayes,0.14,0.6575342465753424,0.4888888888888889,0.9166666666666666,0.9166666666666666,0.5306122448979592,0.6376811594202898,0.46938775510204084,0.08333333333333333,22,23,26,2,45,61.64383561643836,38.35616438356164,24,49,73,complement_nb
Complement Naive Bayes,0.16,0.6712328767123288,0.5,0.9166666666666666,0.9166666666666666,0.5510204081632653,0.6470588235294118,0.4489795918367347,0.08333333333333333,22,22,27,2,44,60.273972602739725,39.726027397260275,24,49,73,complement_nb
Complement Naive Bayes,0.18,0.7123287671232876,0.5365853658536586,0.9166666666666666,0.9166666666666666,0.6122448979591837,0.676923076923077,0.3877551020408163,0.08333333333333333,22,19,30,2,41,56.16438356164384,43.83561643835616,24,49,73,complement_nb
Complement Naive Bayes,0.2,0.726027397260274,0.55,0.9166666666666666,0.9166666666666666,0.6326530612244898,0.6875,0.3673469387755102,0.08333333333333333,22,18,31,2,40,54.794520547945204,45.20547945205479,24,49,73,complement_nb
Complement Naive Bayes,0.22,0.7671232876712328,0.5945945945945946,0.9166666666666666,0.9166666666666666,0.6938775510204082,0.7213114754098361,0.30612244897959184,0.08333333333333333,22,15,34,2,37,50.68493150684932,49.31506849315068,24,49,73,complement_nb
Complement Naive Bayes,0.24,0.7808219178082192,0.6111111111111112,0.9166666666666666,0.9166666666666666,0.7142857142857143,0.7333333333333333,0.2857142857142857,0.08333333333333333,22,14,35,2,36,49.31506849315068,50.68493150684932,24,49,73,complement_nb
Complement Naive Bayes,0.26,0.7808219178082192,0.6111111111111112,0.9166666666666666,0.9166666666666666,0.7142857142857143,0.7333333333333333,0.2857142857142857,0.08333333333333333,22,14,35,2,36,49.31506849315068,50.68493150684932,24,49,73,complement_nb
Complement Naive Bayes,0.28,0.7808219178082192,0.6111111111111112,0.9166666666666666,0.9166666666666666,0.7142857142857143,0.7333333333333333,0.2857142857142857,0.08333333333333333,22,14,35,2,36,49.31506849315068,50.68493150684932,24,49,73,complement_nb
Complement Naive Bayes,0.3,0.7945205479452054,0.6363636363636364,0.875,0.875,0.7551020408163265,0.7368421052631579,0.24489795918367346,0.125,21,12,37,3,33,45.20547945205479,54.794520547945204,24,49,73,complement_nb
Complement Naive Bayes,0.32,0.8082191780821918,0.65625,0.875,0.875,0.7755102040816326,0.75,0.22448979591836735,0.125,21,11,38,3,32,43.83561643835616,56.16438356164384,24,49,73,complement_nb
Complement Naive Bayes,0.34,0.8082191780821918,0.65625,0.875,0.875,0.7755102040816326,0.75,0.22448979591836735,0.125,21,11,38,3,32,43.83561643835616,56.16438356164384,24,49,73,complement_nb
Complement Naive Bayes,0.36,0.821917808219178,0.6774193548387096,0.875,0.875,0.7959183673469388,0.7636363636363637,0.20408163265306123,0.125,21,10,39,3,31,42.465753424657535,57.534246575342465,24,49,73,complement_nb
Complement Naive Bayes,0.38,0.8082191780821918,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.7959183673469388,0.7407407407407407,0.20408163265306123,0.16666666666666666,20,10,39,4,30,41.0958904109589,58.9041095890411,24,49,73,complement_nb
Complement Naive Bayes,0.4,0.7945205479452054,0.6551724137931034,0.7916666666666666,0.7916666666666666,0.7959183673469388,0.7169811320754716,0.20408163265306123,0.20833333333333334,19,10,39,5,29,39.726027397260275,60.273972602739725,24,49,73,complement_nb
Complement Naive Bayes,0.42,0.7945205479452054,0.6666666666666666,0.75,0.75,0.8163265306122449,0.7058823529411765,0.1836734693877551,0.25,18,9,40,6,27,36.986301369863014,63.013698630136986,24,49,73,complement_nb
Complement Naive Bayes,0.44,0.7945205479452054,0.6666666666666666,0.75,0.75,0.8163265306122449,0.7058823529411765,0.1836734693877551,0.25,18,9,40,6,27,36.986301369863014,63.013698630136986,24,49,73,complement_nb
Complement Naive Bayes,0.46,0.7945205479452054,0.6666666666666666,0.75,0.75,0.8163265306122449,0.7058823529411765,0.1836734693877551,0.25,18,9,40,6,27,36.986301369863014,63.013698630136986,24,49,73,complement_nb
Complement Naive Bayes,0.48,0.7945205479452054,0.6666666666666666,0.75,0.75,0.8163265306122449,0.7058823529411765,0.1836734693877551,0.25,18,9,40,6,27,36.986301369863014,63.013698630136986,24,49,73,complement_nb
Complement Naive Bayes,0.5,0.8082191780821918,0.6923076923076923,0.75,0.75,0.8367346938775511,0.72,0.16326530612244897,0.25,18,8,41,6,26,35.61643835616438,64.38356164383562,24,49,73,complement_nb
Complement Naive Bayes,0.52,0.8082191780821918,0.6923076923076923,0.75,0.75,0.8367346938775511,0.72,0.16326530612244897,0.25,18,8,41,6,26,35.61643835616438,64.38356164383562,24,49,73,complement_nb
Complement Naive Bayes,0.54,0.821917808219178,0.72,0.75,0.75,0.8571428571428571,0.7346938775510204,0.14285714285714285,0.25,18,7,42,6,25,34.24657534246575,65.75342465753424,24,49,73,complement_nb
Complement Naive Bayes,0.56,0.8356164383561644,0.75,0.75,0.75,0.8775510204081632,0.75,0.12244897959183673,0.25,18,6,43,6,24,32.87671232876712,67.12328767123287,24,49,73,complement_nb
Complement Naive Bayes,0.58,0.8356164383561644,0.75,0.75,0.75,0.8775510204081632,0.75,0.12244897959183673,0.25,18,6,43,6,24,32.87671232876712,67.12328767123287,24,49,73,complement_nb
Complement Naive Bayes,0.6,0.8356164383561644,0.75,0.75,0.75,0.8775510204081632,0.75,0.12244897959183673,0.25,18,6,43,6,24,32.87671232876712,67.12328767123287,24,49,73,complement_nb
Complement Naive Bayes,0.62,0.8356164383561644,0.75,0.75,0.75,0.8775510204081632,0.75,0.12244897959183673,0.25,18,6,43,6,24,32.87671232876712,67.12328767123287,24,49,73,complement_nb
Complement Naive Bayes,0.64,0.8356164383561644,0.75,0.75,0.75,0.8775510204081632,0.75,0.12244897959183673,0.25,18,6,43,6,24,32.87671232876712,67.12328767123287,24,49,73,complement_nb
Complement Naive Bayes,0.66,0.821917808219178,0.7391304347826086,0.7083333333333334,0.7083333333333334,0.8775510204081632,0.723404255319149,0.12244897959183673,0.2916666666666667,17,6,43,7,23,31.506849315068493,68.4931506849315,24,49,73,complement_nb
Complement Naive Bayes,0.68,0.821917808219178,0.7391304347826086,0.7083333333333334,0.7083333333333334,0.8775510204081632,0.723404255319149,0.12244897959183673,0.2916666666666667,17,6,43,7,23,31.506849315068493,68.4931506849315,24,49,73,complement_nb
Complement Naive Bayes,0.7,0.821917808219178,0.7391304347826086,0.7083333333333334,0.7083333333333334,0.8775510204081632,0.723404255319149,0.12244897959183673,0.2916666666666667,17,6,43,7,23,31.506849315068493,68.4931506849315,24,49,73,complement_nb
Complement Naive Bayes,0.72,0.8356164383561644,0.7727272727272727,0.7083333333333334,0.7083333333333334,0.8979591836734694,0.7391304347826086,0.10204081632653061,0.2916666666666667,17,5,44,7,22,30.136986301369863,69.86301369863014,24,49,73,complement_nb
Complement Naive Bayes,0.74,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,complement_nb
Complement Naive Bayes,0.76,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,complement_nb
Complement Naive Bayes,0.78,0.8356164383561644,0.8,0.6666666666666666,0.6666666666666666,0.9183673469387755,0.7272727272727273,0.08163265306122448,0.3333333333333333,16,4,45,8,20,27.397260273972602,72.6027397260274,24,49,73,complement_nb
Complement Naive Bayes,0.8,0.821917808219178,0.7894736842105263,0.625,0.625,0.9183673469387755,0.6976744186046512,0.08163265306122448,0.375,15,4,45,9,19,26.027397260273972,73.97260273972603,24,49,73,complement_nb
Complement Naive Bayes,0.82,0.821917808219178,0.8235294117647058,0.5833333333333334,0.5833333333333334,0.9387755102040817,0.6829268292682927,0.061224489795918366,0.4166666666666667,14,3,46,10,17,23.28767123287671,76.71232876712328,24,49,73,complement_nb
Complement Naive Bayes,0.84,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,complement_nb
Complement Naive Bayes,0.86,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,complement_nb
Complement Naive Bayes,0.88,0.8082191780821918,0.8571428571428571,0.5,0.5,0.9591836734693877,0.631578947368421,0.04081632653061224,0.5,12,2,47,12,14,19.17808219178082,80.82191780821918,24,49,73,complement_nb
Complement Naive Bayes,0.9,0.7534246575342466,0.8,0.3333333333333333,0.3333333333333333,0.9591836734693877,0.47058823529411764,0.04081632653061224,0.6666666666666666,8,2,47,16,10,13.698630136986301,86.3013698630137,24,49,73,complement_nb
Complement Naive Bayes,0.92,0.7397260273972602,0.7777777777777778,0.2916666666666667,0.2916666666666667,0.9591836734693877,0.42424242424242425,0.04081632653061224,0.7083333333333334,7,2,47,17,9,12.32876712328767,87.67123287671232,24,49,73,complement_nb
Complement Naive Bayes,0.94,0.7123287671232876,0.8,0.16666666666666666,0.16666666666666666,0.9795918367346939,0.27586206896551724,0.02040816326530612,0.8333333333333334,4,1,48,20,5,6.8493150684931505,93.15068493150685,24,49,73,complement_nb
Complement Naive Bayes,0.96,0.7123287671232876,1.0,0.125,0.125,1.0,0.2222222222222222,0.0,0.875,3,0,49,21,3,4.10958904109589,95.8904109589041,24,49,73,complement_nb
Complement Naive Bayes,0.98,0.684931506849315,1.0,0.041666666666666664,0.041666666666666664,1.0,0.08,0.0,0.9583333333333334,1,0,49,23,1,1.36986301369863,98.63013698630137,24,49,73,complement_nb
SGD Classifier (Modified Huber),0.02,0.3287671232876712,0.3287671232876712,1.0,1.0,0.0,0.4948453608247423,1.0,0.0,24,49,0,0,73,100.0,0.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.04,0.3287671232876712,0.3287671232876712,1.0,1.0,0.0,0.4948453608247423,1.0,0.0,24,49,0,0,73,100.0,0.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.06,0.3287671232876712,0.3287671232876712,1.0,1.0,0.0,0.4948453608247423,1.0,0.0,24,49,0,0,73,100.0,0.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.08,0.3972602739726027,0.35294117647058826,1.0,1.0,0.10204081632653061,0.5217391304347826,0.8979591836734694,0.0,24,44,5,0,68,93.15068493150685,6.8493150684931505,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.1,0.410958904109589,0.3582089552238806,1.0,1.0,0.12244897959183673,0.5274725274725275,0.8775510204081632,0.0,24,43,6,0,67,91.78082191780823,8.21917808219178,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.12,0.4657534246575342,0.38095238095238093,1.0,1.0,0.20408163265306123,0.5517241379310345,0.7959183673469388,0.0,24,39,10,0,63,86.3013698630137,13.698630136986301,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.14,0.4931506849315068,0.39344262295081966,1.0,1.0,0.24489795918367346,0.5647058823529412,0.7551020408163265,0.0,24,37,12,0,61,83.56164383561644,16.43835616438356,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.16,0.4931506849315068,0.39344262295081966,1.0,1.0,0.24489795918367346,0.5647058823529412,0.7551020408163265,0.0,24,37,12,0,61,83.56164383561644,16.43835616438356,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.18,0.547945205479452,0.42105263157894735,1.0,1.0,0.32653061224489793,0.5925925925925926,0.673469387755102,0.0,24,33,16,0,57,78.08219178082192,21.91780821917808,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.2,0.5753424657534246,0.4339622641509434,0.9583333333333334,0.9583333333333334,0.3877551020408163,0.5974025974025974,0.6122448979591837,0.041666666666666664,23,30,19,1,53,72.6027397260274,27.397260273972602,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.22,0.5753424657534246,0.4339622641509434,0.9583333333333334,0.9583333333333334,0.3877551020408163,0.5974025974025974,0.6122448979591837,0.041666666666666664,23,30,19,1,53,72.6027397260274,27.397260273972602,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.24,0.6027397260273972,0.45098039215686275,0.9583333333333334,0.9583333333333334,0.42857142857142855,0.6133333333333333,0.5714285714285714,0.041666666666666664,23,28,21,1,51,69.86301369863014,30.136986301369863,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.26,0.6164383561643836,0.46,0.9583333333333334,0.9583333333333334,0.4489795918367347,0.6216216216216216,0.5510204081632653,0.041666666666666664,23,27,22,1,50,68.4931506849315,31.506849315068493,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.28,0.6164383561643836,0.46,0.9583333333333334,0.9583333333333334,0.4489795918367347,0.6216216216216216,0.5510204081632653,0.041666666666666664,23,27,22,1,50,68.4931506849315,31.506849315068493,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.3,0.6164383561643836,0.46,0.9583333333333334,0.9583333333333334,0.4489795918367347,0.6216216216216216,0.5510204081632653,0.041666666666666664,23,27,22,1,50,68.4931506849315,31.506849315068493,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.32,0.6301369863013698,0.46938775510204084,0.9583333333333334,0.9583333333333334,0.46938775510204084,0.6301369863013698,0.5306122448979592,0.041666666666666664,23,26,23,1,49,67.12328767123287,32.87671232876712,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.34,0.6712328767123288,0.5,0.9166666666666666,0.9166666666666666,0.5510204081632653,0.6470588235294118,0.4489795918367347,0.08333333333333333,22,22,27,2,44,60.273972602739725,39.726027397260275,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.36,0.6712328767123288,0.5,0.875,0.875,0.5714285714285714,0.6363636363636364,0.42857142857142855,0.125,21,21,28,3,42,57.534246575342465,42.465753424657535,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.38,0.7123287671232876,0.5405405405405406,0.8333333333333334,0.8333333333333334,0.6530612244897959,0.6557377049180327,0.3469387755102041,0.16666666666666666,20,17,32,4,37,50.68493150684932,49.31506849315068,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.4,0.726027397260274,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.673469387755102,0.6666666666666666,0.32653061224489793,0.16666666666666666,20,16,33,4,36,49.31506849315068,50.68493150684932,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.42,0.7123287671232876,0.5428571428571428,0.7916666666666666,0.7916666666666666,0.673469387755102,0.6440677966101694,0.32653061224489793,0.20833333333333334,19,16,33,5,35,47.94520547945205,52.054794520547944,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.44,0.7397260273972602,0.5757575757575758,0.7916666666666666,0.7916666666666666,0.7142857142857143,0.6666666666666666,0.2857142857142857,0.20833333333333334,19,14,35,5,33,45.20547945205479,54.794520547945204,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.46,0.726027397260274,0.5625,0.75,0.75,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.25,18,14,35,6,32,43.83561643835616,56.16438356164384,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.48,0.7397260273972602,0.5806451612903226,0.75,0.75,0.7346938775510204,0.6545454545454545,0.2653061224489796,0.25,18,13,36,6,31,42.465753424657535,57.534246575342465,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.5,0.7397260273972602,0.5806451612903226,0.75,0.75,0.7346938775510204,0.6545454545454545,0.2653061224489796,0.25,18,13,36,6,31,42.465753424657535,57.534246575342465,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.52,0.7397260273972602,0.5806451612903226,0.75,0.75,0.7346938775510204,0.6545454545454545,0.2653061224489796,0.25,18,13,36,6,31,42.465753424657535,57.534246575342465,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.54,0.7671232876712328,0.6206896551724138,0.75,0.75,0.7755102040816326,0.6792452830188679,0.22448979591836735,0.25,18,11,38,6,29,39.726027397260275,60.273972602739725,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.56,0.7808219178082192,0.6428571428571429,0.75,0.75,0.7959183673469388,0.6923076923076923,0.20408163265306123,0.25,18,10,39,6,28,38.35616438356164,61.64383561643836,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.58,0.7808219178082192,0.6538461538461539,0.7083333333333334,0.7083333333333334,0.8163265306122449,0.68,0.1836734693877551,0.2916666666666667,17,9,40,7,26,35.61643835616438,64.38356164383562,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.6,0.7945205479452054,0.68,0.7083333333333334,0.7083333333333334,0.8367346938775511,0.6938775510204082,0.16326530612244897,0.2916666666666667,17,8,41,7,25,34.24657534246575,65.75342465753424,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.62,0.7808219178082192,0.6818181818181818,0.625,0.625,0.8571428571428571,0.6521739130434783,0.14285714285714285,0.375,15,7,42,9,22,30.136986301369863,69.86301369863014,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.64,0.7671232876712328,0.7058823529411765,0.5,0.5,0.8979591836734694,0.5853658536585366,0.10204081632653061,0.5,12,5,44,12,17,23.28767123287671,76.71232876712328,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.66,0.7671232876712328,0.7058823529411765,0.5,0.5,0.8979591836734694,0.5853658536585366,0.10204081632653061,0.5,12,5,44,12,17,23.28767123287671,76.71232876712328,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.68,0.7945205479452054,0.8,0.5,0.5,0.9387755102040817,0.6153846153846154,0.061224489795918366,0.5,12,3,46,12,15,20.54794520547945,79.45205479452055,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.7,0.7671232876712328,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.9795918367346939,0.48484848484848486,0.02040816326530612,0.6666666666666666,8,1,48,16,9,12.32876712328767,87.67123287671232,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.72,0.7397260273972602,0.8571428571428571,0.25,0.25,0.9795918367346939,0.3870967741935484,0.02040816326530612,0.75,6,1,48,18,7,9.58904109589041,90.41095890410958,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.74,0.6986301369863014,0.75,0.125,0.125,0.9795918367346939,0.21428571428571427,0.02040816326530612,0.875,3,1,48,21,4,5.47945205479452,94.52054794520548,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.76,0.6986301369863014,0.75,0.125,0.125,0.9795918367346939,0.21428571428571427,0.02040816326530612,0.875,3,1,48,21,4,5.47945205479452,94.52054794520548,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.78,0.6986301369863014,1.0,0.08333333333333333,0.08333333333333333,1.0,0.15384615384615385,0.0,0.9166666666666666,2,0,49,22,2,2.73972602739726,97.26027397260275,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.8,0.6986301369863014,1.0,0.08333333333333333,0.08333333333333333,1.0,0.15384615384615385,0.0,0.9166666666666666,2,0,49,22,2,2.73972602739726,97.26027397260275,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.82,0.6986301369863014,1.0,0.08333333333333333,0.08333333333333333,1.0,0.15384615384615385,0.0,0.9166666666666666,2,0,49,22,2,2.73972602739726,97.26027397260275,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.84,0.6986301369863014,1.0,0.08333333333333333,0.08333333333333333,1.0,0.15384615384615385,0.0,0.9166666666666666,2,0,49,22,2,2.73972602739726,97.26027397260275,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.86,0.684931506849315,1.0,0.041666666666666664,0.041666666666666664,1.0,0.08,0.0,0.9583333333333334,1,0,49,23,1,1.36986301369863,98.63013698630137,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.88,0.6712328767123288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,49,24,0,0.0,100.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.9,0.6712328767123288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,49,24,0,0.0,100.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.92,0.6712328767123288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,49,24,0,0.0,100.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.94,0.6712328767123288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,49,24,0,0.0,100.0,24,49,73,sgd_classifier
SGD Classifier (Modified Huber),0.96,0.6712328767123288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,49,24,0,0.0,100.0,24,49,73,sgd_classifier
